id,session_key,date,lap_number,category,flag,scope,message,driver_number
2340,9488,2024-03-24T04:03:12+00:00,1,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,
2341,9488,2024-03-24T04:03:12.429000+00:00,1,SessionStatus,,,SESSION STARTED,
2342,9488,2024-03-24T04:04:44+00:00,2,Drs,,,DRS ENABLED,
2343,9488,2024-03-24T04:17:56+00:00,11,Other,,,CAR 44 (HAM) TIME 1:24.295 DELETED - TRACK LIMITS AT TURN 2 LAP 10 15:16:17,
2344,9488,2024-03-24T04:26:08+00:00,17,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,
2345,9488,2024-03-24T04:26:08+00:00,17,Other,,,DRS DISABLED IN ZONE 2,
2346,9488,2024-03-24T04:26:24+00:00,17,SafetyCar,,,VIRTUAL SAFETY CAR DEPLOYED,
2347,9488,2024-03-24T04:26:45+00:00,17,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,
2348,9488,2024-03-24T04:27:11+00:00,17,CarEvent,,,CAR 44 (HAM) STOPPED AT TURN 10,44
2349,9488,2024-03-24T04:27:29+00:00,18,SafetyCar,,,VIRTUAL SAFETY CAR ENDING,
2350,9488,2024-03-24T04:27:36+00:00,18,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,
2351,9488,2024-03-24T04:27:43+00:00,18,Flag,CLEAR,Track,TRACK CLEAR,
2352,9488,2024-03-24T04:27:45+00:00,18,Drs,,,DRS ENABLED,
2353,9488,2024-03-24T04:53:11+00:00,37,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 15:53:11,3
2354,9488,2024-03-24T04:53:20+00:00,37,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 15:53:20,3
2355,9488,2024-03-24T04:54:02+00:00,37,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:54:01,31
2356,9488,2024-03-24T05:00:40+00:00,42,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:00:40,24
2357,9488,2024-03-24T05:00:53+00:00,42,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:00:53,24
2358,9488,2024-03-24T05:01:34+00:00,42,Other,,,CAR 10 (GAS) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 41 15:59:59,
2359,9488,2024-03-24T05:01:44+00:00,43,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:01:43,10
2360,9488,2024-03-24T05:02:17+00:00,43,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:02:17,77
2361,9488,2024-03-24T05:02:50+00:00,43,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:02:50,10
2362,9488,2024-03-24T05:03:03+00:00,44,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:03:03,24
2363,9488,2024-03-24T05:03:09+00:00,44,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:03:09,10
2364,9488,2024-03-24T05:03:14+00:00,44,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:03:13,24
2365,9488,2024-03-24T05:03:15+00:00,44,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:03:15,10
2366,9488,2024-03-24T05:03:56+00:00,44,Other,,,INCIDENT INVOLVING CAR 77 (BOT) NOTED - PIT LANE INFRINGEMENT,
2367,9488,2024-03-24T05:04:24+00:00,45,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:04:23,77
2368,9488,2024-03-24T05:05:02+00:00,45,Other,,,FIA STEWARDS: INCIDENT INVOLVING CAR 77 (BOT) WILL BE INVESTIGATED AFTER THE RACE - PIT LANE INFRINGEMENT,
2369,9488,2024-03-24T05:05:17+00:00,45,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:05:17,10
2370,9488,2024-03-24T05:05:30+00:00,45,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:05:30,10
2371,9488,2024-03-24T05:05:39+00:00,45,Other,,,INCIDENT INVOLVING CAR 10 (GAS) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT EXIT,
2372,9488,2024-03-24T05:06:03+00:00,46,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:06:02,31
2373,9488,2024-03-24T05:06:04+00:00,46,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:06:04,10
2374,9488,2024-03-24T05:07:59+00:00,47,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:07:59,31
2375,9488,2024-03-24T05:08:08+00:00,47,Other,,,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) UNDER INVESTIGATION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT EXIT,
2376,9488,2024-03-24T05:09:10+00:00,48,Other,,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – CROSSING THE LINE AT PIT EXIT,
2377,9488,2024-03-24T05:09:54+00:00,49,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:09:54,24
2378,9488,2024-03-24T05:10:11+00:00,49,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 16:10:10,24
2379,9488,2024-03-24T05:12:55+00:00,51,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 16:12:54,77
2380,9488,2024-03-24T05:17:03+00:00,54,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:17:03,3
2381,9488,2024-03-24T05:17:18+00:00,54,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:17:17,3
2382,9488,2024-03-24T05:17:33+00:00,54,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:17:33,10
2383,9488,2024-03-24T05:17:48+00:00,55,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:17:48,10
2384,9488,2024-03-24T05:18:08+00:00,55,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:18:08,10
2385,9488,2024-03-24T05:18:20+00:00,55,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:18:19,23
2386,9488,2024-03-24T05:19:34+00:00,56,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:19:34,3
2387,9488,2024-03-24T05:19:49+00:00,56,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:19:48,20
2388,9488,2024-03-24T05:20:25+00:00,56,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:20:25,23
2389,9488,2024-03-24T05:20:28+00:00,57,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:20:28,3
2390,9488,2024-03-24T05:21:23+00:00,57,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:21:23,23
2391,9488,2024-03-24T05:21:38+00:00,57,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:21:38,23
2392,9488,2024-03-24T05:21:38+00:00,57,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:21:38,20
2393,9488,2024-03-24T05:21:52+00:00,58,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,
2394,9488,2024-03-24T05:21:56+00:00,58,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 9,
2395,9488,2024-03-24T05:21:59+00:00,58,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 8,
2396,9488,2024-03-24T05:22:02+00:00,58,SafetyCar,,,VIRTUAL SAFETY CAR DEPLOYED,
2397,9488,2024-03-24T05:22:28+00:00,58,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 8,
2398,9488,2024-03-24T05:22:40+00:00,58,CarEvent,,,CAR 63 (RUS) STOPPED AT TURN 6,63
2399,9488,2024-03-24T05:23:14+00:00,58,Other,,,MEDICAL CAR DEPLOYED,
2400,9488,2024-03-24T05:23:37+00:00,58,Flag,CHEQUERED,Track,CHEQUERED FLAG,
2401,9488,2024-03-24T05:23:39.459000+00:00,58,SessionStatus,,,SESSION FINISHED,
2402,9488,2024-03-24T05:30:32+00:00,58,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,
2403,9488,2024-03-24T05:30:34+00:00,58,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,
2404,9488,2024-03-24T05:30:43+00:00,58,Flag,CLEAR,Track,TRACK CLEAR,
2405,9488,2024-03-24T05:33:34+00:00,58,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 9,
2406,9488,2024-03-24T05:35:55+00:00,58,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,
2407,9488,2024-03-24T05:35:58+00:00,58,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,
2408,9488,2024-03-24T05:35:58+00:00,58,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 9,
2409,9488,2024-03-24T05:37:17+00:00,58,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,
2410,9488,2024-03-24T05:37:47+00:00,58,Other,,,TURN 6 INCIDENT INVOLVING CARS 14 (ALO) AND 63 (RUS) NOTED,
2411,9488,2024-03-24T05:37:54+00:00,58,Other,,,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 14 (ALO) AND 63 (RUS) UNDER INVESTIGATION,
2412,9488,2024-03-24T05:38:03+00:00,58,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 9,
2413,9488,2024-03-24T05:38:04+00:00,58,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 10,
2414,9488,2024-03-24T05:38:20+00:00,58,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,
2415,9488,2024-03-24T05:41:30+00:00,58,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,
2416,9488,2024-03-24T05:41:36+00:00,58,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,
2417,9488,2024-03-24T05:42:56+00:00,58,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,
2418,9488,2024-03-24T05:43:00+00:00,58,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 10,
2419,9496,2024-04-07T04:04:05+00:00,1,Other,,,PINK HEAD PADDING MATERIAL MUST BE USED,
2420,9496,2024-04-07T04:20:01+00:00,1,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,
2421,9496,2024-04-07T04:30:01+00:00,1,Other,,,PIT EXIT CLOSED,
2422,9496,2024-04-07T04:45:22+00:00,1,Other,,,RISK OF RAIN FOR F1 RACE IS 0%,
2423,9496,2024-04-07T04:57:03+00:00,1,Drs,,,DRS DISABLED,
2424,9496,2024-04-07T05:03:42+00:00,1,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,
2425,9496,2024-04-07T05:03:42.055000+00:00,1,SessionStatus,,,SESSION STARTED,
2426,9496,2024-04-07T05:04:05+00:00,1,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,
2427,9496,2024-04-07T05:04:09+00:00,1,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 3,
2428,9496,2024-04-07T05:04:24+00:00,1,Flag,RED,Track,RED FLAG,
2429,9496,2024-04-07T05:04:24.473000+00:00,1,SessionStatus,,,SESSION ABORTED,
2430,9496,2024-04-07T05:04:25+00:00,1,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,
2431,9496,2024-04-07T05:04:25+00:00,1,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,
2432,9496,2024-04-07T05:04:57+00:00,1,Other,,,CARS 3 (RIC) AND 23 (ALB) STOPPED AT TURN 2,
2433,9496,2024-04-07T05:11:49+00:00,2,Other,,,"ORDER FOR RESTART: 1, 11, 4, 55, 14, 81, 44, 16, 63, 27, 77, 22, 31, 10, 18, 20, 2, 24",
2434,9496,2024-04-07T05:15:12+00:00,2,Other,,,TURN 2 INCIDENT INVOLVING CARS 3 (RIC) AND 23 (ALB) NOTED - CAUSING A COLLISION,
2435,9496,2024-04-07T05:20:23+00:00,2,Other,,,RACE WILL RESUME AT 14:32,
2436,9496,2024-04-07T05:21:44+00:00,2,Other,,,FIA STEWARDS: TURN 2 INCIDENT INVOLVING CARS 3 (RIC) AND 23 (ALB) WILL BE INVESTIGATED AFTER THE RACE - CAUSING A COLLISION,
2437,9496,2024-04-07T05:22:31+00:00,2,Flag,CLEAR,Track,TRACK CLEAR,
2438,9496,2024-04-07T05:30:00+00:00,2,Other,,,RACE WILL RESUME AT 14:32 - STANDING START PROCEDURE,
2439,9496,2024-04-07T05:31:45+00:00,2,Other,,,ALL CARS MAY OVERTAKE THE SAFETY CAR,
2440,9496,2024-04-07T05:32:00.407000+00:00,2,SessionStatus,,,SESSION STARTED,
2441,9496,2024-04-07T05:32:48+00:00,2,Other,,,STANDING START PROCEDURE,
2442,9496,2024-04-07T05:37:35+00:00,4,Drs,,,DRS ENABLED,
2443,9496,2024-04-07T05:42:31+00:00,7,Other,,,CAR 11 (PER) TIME 1:37.693 DELETED - TRACK LIMITS AT TURN 9 LAP 6 14:41:12,
2444,9496,2024-04-07T05:51:17+00:00,12,Other,,,CAR 2 (SAR) TIME 1:39.348 DELETED - TRACK LIMITS AT TURN 14 LAP 11 14:50:21,
2445,9496,2024-04-07T06:08:34+00:00,23,Other,,,CAR 4 (NOR) TIME 1:38.888 DELETED - TRACK LIMITS AT TURN 9 LAP 22 15:07:32,
2446,9496,2024-04-07T06:11:04+00:00,24,Other,,,INCIDENT INVOLVING CAR 18 (STR) NOTED - PIT LANE INFRINGEMENT,
2447,9496,2024-04-07T06:15:17+00:00,27,Other,,,CAR 16 (LEC) TIME 1:43.175 DELETED - TRACK LIMITS AT TURN 9 LAP 26 15:14:02,
2448,9496,2024-04-07T06:22:59+00:00,32,Other,,,CAR 81 (PIA) TIME 1:37.946 DELETED - TRACK LIMITS AT TURN 17 LAP 30 15:21:36,
2449,9496,2024-04-07T06:25:50+00:00,33,Other,,,FIA STEWARDS: INCIDENT INVOLVING CAR 18 (STR) UNDER INVESTIGATION - PIT LANE INFRINGEMENT,
2450,9496,2024-04-07T06:27:38+00:00,34,Other,,,FIA STEWARDS: INCIDENT INVOLVING CAR 18 (STR) NO FURTHER ACTION - PIT LANE INFRINGEMENT,
2451,9496,2024-04-07T06:28:43+00:00,35,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:28:42,10
2452,9496,2024-04-07T06:30:13+00:00,36,Other,,,CAR 55 (SAI) TIME 1:36.948 DELETED - TRACK LIMITS AT TURN 17 LAP 35 15:29:29,
2453,9496,2024-04-07T06:33:08+00:00,38,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:33:07,10
2454,9496,2024-04-07T06:33:36+00:00,38,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:33:36,31
2455,9496,2024-04-07T06:35:59+00:00,39,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:35:58,10
2456,9496,2024-04-07T06:36:52+00:00,40,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:36:52,10
2457,9496,2024-04-07T06:38:24+00:00,41,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:38:24,10
2458,9496,2024-04-07T06:38:53+00:00,41,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:38:52,31
2459,9496,2024-04-07T06:39:46+00:00,42,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 10,
2460,9496,2024-04-07T06:39:52+00:00,42,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 10,
2461,9496,2024-04-07T06:39:54+00:00,42,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,
2462,9496,2024-04-07T06:40:26+00:00,42,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,
2463,9496,2024-04-07T06:40:28+00:00,42,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,
2464,9496,2024-04-07T06:40:30+00:00,42,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 10,
2465,9496,2024-04-07T06:40:39+00:00,42,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 9,
2466,9496,2024-04-07T06:40:52+00:00,43,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 15:40:52,2
2467,9496,2024-04-07T06:41:32+00:00,43,Other,,,CAR 2 (SAR) TIME 2:23.782 DELETED - TRACK LIMITS AT TURN 9 LAP 41 15:40:11,
2468,9496,2024-04-07T06:43:26+00:00,44,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,
2469,9496,2024-04-07T06:43:29+00:00,44,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,
2470,9496,2024-04-07T06:43:47+00:00,44,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:43:46,31
2471,9496,2024-04-07T06:44:18+00:00,45,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:44:17,31
2472,9496,2024-04-07T06:44:35+00:00,45,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 15:44:35,31
2473,9496,2024-04-07T06:46:55+00:00,46,Other,,,CAR 44 (HAM) TIME 1:34.791 DELETED - TRACK LIMITS AT TURN 14 LAP 45 15:45:46,
2474,9496,2024-04-07T06:47:32+00:00,47,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:47:31,77
2475,9496,2024-04-07T06:48:11+00:00,47,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:48:11,27
2476,9496,2024-04-07T06:48:50+00:00,48,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 15:48:50,20
2477,9496,2024-04-07T06:50:49+00:00,49,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:50:48,18
2478,9496,2024-04-07T06:53:05+00:00,50,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:53:04,10
2479,9496,2024-04-07T06:53:10+00:00,50,Other,,,TURN 17 INCIDENT INVOLVING CARS 81 (PIA) AND 63 (RUS) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,
2480,9496,2024-04-07T06:53:57+00:00,51,Other,,,CAR 81 (PIA) TIME 1:36.179 DELETED - TRACK LIMITS AT TURN 17 LAP 49 15:52:21,
2481,9496,2024-04-07T06:54:28+00:00,51,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 15:54:27,10
2482,9496,2024-04-07T06:54:50+00:00,51,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:54:49,77
2483,9496,2024-04-07T06:55:22+00:00,52,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 15:55:22,20
2484,9496,2024-04-07T06:56:27+00:00,52,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 22 (TSU) TIMED AT 15:56:27,22
2485,9496,2024-04-07T06:58:05+00:00,53,Flag,CHEQUERED,Track,CHEQUERED FLAG,
2486,9496,2024-04-07T06:58:05.821000+00:00,53,SessionStatus,,,SESSION FINISHED,
2487,9496,2024-04-07T06:59:24+00:00,53,Other,,,CAR 2 (SAR) TIME 1:37.715 DELETED - TRACK LIMITS AT TURN 9 LAP 52 15:58:22,
2488,9496,2024-04-07T07:00:54+00:00,53,Other,,,FIA STEWARDS: TURN 17 INCIDENT INVOLVING CARS 81 (PIA) AND 63 (RUS) WILL BE INVESTIGATED AFTER THE RACE - FORCING ANOTHER DRIVER OFF THE TRACK,
2489,9672,2024-04-20T02:30:00+00:00,1,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,
2490,9672,2024-04-20T02:35:00+00:00,1,Other,,,PIT EXIT CLOSED,
2491,9672,2024-04-20T02:45:11+00:00,1,Other,,,RISK OF RAIN FOR F1 SPRINT IS 0%,
2492,9672,2024-04-20T02:57:03+00:00,1,Drs,,,DRS DISABLED,
2493,9672,2024-04-20T03:04:02.540000+00:00,1,SessionStatus,,,SESSION STARTED,
2494,9672,2024-04-20T03:04:03+00:00,1,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,
2495,9672,2024-04-20T03:05:56+00:00,2,Drs,,,DRS ENABLED,
2496,9672,2024-04-20T03:07:12+00:00,2,Other,,,TURN 9 INCIDENT INVOLVING CARS 27 (HUL) AND 18 (STR) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,
2497,9672,2024-04-20T03:07:24+00:00,2,Other,,,CAR 18 (STR) LAP DELETED - TRACK LIMITS AT TURN 9 LAP 1 11:05:01,
2498,9672,2024-04-20T03:09:56+00:00,4,Other,,,TURN 6 INCIDENT INVOLVING CARS 24 (ZHO) AND 77 (BOT) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,
2499,9672,2024-04-20T03:11:14+00:00,5,Other,,,FIA STEWARDS: TURN 9 INCIDENT INVOLVING CARS 27 (HUL) AND 18 (STR) REVIEWED NO FURTHER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,
2500,9672,2024-04-20T03:13:55+00:00,6,Other,,,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 24 (ZHO) AND 77 (BOT) REVIEWED NO FURTHER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,
2501,9672,2024-04-20T03:19:29+00:00,10,Other,,,CAR 18 (STR) TIME 1:43.430 DELETED - TRACK LIMITS AT TURN 14 LAP 8 11:17:40,
2502,9672,2024-04-20T03:31:59+00:00,17,Other,,,CAR 3 (RIC) TIME 1:43.517 DELETED - TRACK LIMITS AT TURN 14 LAP 15 11:29:39,
2503,9672,2024-04-20T03:32:44+00:00,17,Other,,,TURN 7 INCIDENT INVOLVING CARS 14 (ALO) AND 55 (SAI) NOTED,
2504,9672,2024-04-20T03:34:43+00:00,19,Other,,,TURN 14 INCIDENT INVOLVING CARS 55 (SAI) AND 16 (LEC) NOTED,
2505,9672,2024-04-20T03:34:46+00:00,19,Other,,,CAR 16 (LEC) TIME 1:44.448 DELETED - TRACK LIMITS AT TURN 14 LAP 16 11:31:08,
2506,9672,2024-04-20T03:36:07+00:00,19,Flag,CHEQUERED,Track,CHEQUERED FLAG,
2507,9672,2024-04-20T03:36:07.412000+00:00,19,SessionStatus,,,SESSION FINISHED,
2508,9672,2024-04-20T03:42:34+00:00,19,Other,,,FIA STEWARDS: TURN 7 INCIDENT INVOLVING CARS 14 (ALO) AND 55 (SAI) WILL BE INVESTIGATED AFTER THE SPRINT,
2509,9672,2024-04-20T03:44:57+00:00,19,Other,,,FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 55 (SAI) AND 16 (LEC) REVIEWED NO FURTHER INVESTIGATION,
2510,9673,2024-04-21T06:09:38+00:00,1,Other,,,DRS ENABLED IN ZONE 2,
2511,9673,2024-04-21T06:11:44+00:00,1,Other,,,DRS ENABLED IN ZONE 1,
2512,9673,2024-04-21T06:20:01+00:00,1,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,
2513,9673,2024-04-21T06:30:01+00:00,1,Other,,,PIT EXIT CLOSED,
2514,9673,2024-04-21T06:45:09+00:00,1,Other,,,RISK OF RAIN FOR F1 RACE IS 10%,
2515,9673,2024-04-21T06:57:10+00:00,1,Drs,,,DRS DISABLED,
2516,9673,2024-04-21T07:03:36.841000+00:00,1,SessionStatus,,,SESSION STARTED,
2517,9673,2024-04-21T07:03:37+00:00,1,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,
2518,9673,2024-04-21T07:05:29+00:00,2,Drs,,,DRS ENABLED,
2519,9673,2024-04-21T07:08:10+00:00,3,Other,,,TURN 6 INCIDENT INVOLVING CARS 18 (STR) AND 27 (HUL) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,
2520,9673,2024-04-21T07:08:12+00:00,3,Other,,,CAR 27 (HUL) TIME 1:43.687 DELETED - TRACK LIMITS AT TURN 6 LAP 2 15:05:58,
2521,9673,2024-04-21T07:11:59+00:00,5,Other,,,TURN 14 INCIDENT INVOLVING CARS 23 (ALB) AND 10 (GAS) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,
2522,9673,2024-04-21T07:12:30+00:00,6,Other,,,CAR 10 (GAS) TIME 1:42.847 DELETED - TRACK LIMITS AT TURN 14 LAP 4 15:10:25,
2523,9673,2024-04-21T07:16:47+00:00,8,Other,,,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 18 (STR) AND 27 (HUL) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,
2524,9673,2024-04-21T07:16:53+00:00,8,Other,,,FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 23 (ALB) AND 10 (GAS) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,
2525,9673,2024-04-21T07:18:57+00:00,10,Other,,,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 18 (STR) AND 27 (HUL) NO FURTHER ACTION - FORCING ANOTHER DRIVER OFF THE TRACK,
2526,9673,2024-04-21T07:19:07+00:00,10,Other,,,FIA STEWARDS: TURN 14 INCIDENT INVOLVING CARS 23 (ALB) AND 10 (GAS) NO FURTHER ACTION - FORCING ANOTHER DRIVER OFF THE TRACK,
2527,9673,2024-04-21T07:19:12+00:00,10,Other,,,CAR 2 (SAR) TIME 1:44.213 DELETED - TRACK LIMITS AT TURN 6 LAP 8 15:16:26,
2528,9673,2024-04-21T07:30:06+00:00,16,Other,,,INCIDENT INVOLVING CAR 10 (GAS) NOTED - UNSAFE CONDITION,
2529,9673,2024-04-21T07:30:19+00:00,16,Other,,,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) WILL BE INVESTIGATED AFTER THE RACE - UNSAFE CONDITION,
2530,9673,2024-04-21T07:37:40+00:00,21,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 13,
2531,9673,2024-04-21T07:38:14+00:00,21,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 12,
2532,9673,2024-04-21T07:39:16+00:00,22,SafetyCar,,,VIRTUAL SAFETY CAR DEPLOYED,
